데이,표제어,예문,동의어1,동의어2,동의어3,동의어4,동의어5
50,redundant,Reading Tom's report is often annoying because of his redundant writing style.,repetitious,tautological,verbose,,
50,chatterbox,"After a couple of drinks, he becomes a chatterbox.",babbler,gossip,pratter,tattler,windbag
50,ponder,He pondered long and deeply over the question.,consider,contemplate,mull over,ruminate,
50,uniform,The walls were a uniform grey.,consistent,inflexible,,,
50,rotten,Food won't go rotten as long as the weather stays cool.,bad,decayed,putrid,spoiled,
50,appall,We were appalled at the thought of another war.,frighten,terrify,,,
50,scar,I don't think the wound will leave a scar.,hurt,injury,mark,wound,
50,naught,The plan came to naught due to lack of money.,nothing,nothingness,,,
50,haggle,The salesman and customer haggled over the price of a shirt.,dicker,argue,dispute,wrangle,
50,agony,I would rather die than live in this agony.,anguish,distress,pain,suffering,torment
50,booty,Caesar's army plundered the camp capturing many slaves and much booty.,loot,plunder,spoils,swag,trophy
50,discard,They discarded all the food that had passed the expiration date.,dump,dispose of,jettison,,
50,graphic,Rachel gave a graphic description of the traffic accident.,picturesque,vivid,,,
50,convince,I finally realized that trying to convince her that he's not bad was a lost cause.,assure,persuade,,,
50,ardent,He received ardent support from the voters.,enthusiastic,fervent,inpassioned,passinate,zealous
50,enervate,"I find that hot summer weather enervates me and leaves me very tired, I try to leave the city every August and go to Maine.",devitalize,sap,unnerve,weaken,
50,masterpiece,His work is a masterpiece of contemporary literature.,classic,magnum opus,masterwork,,
50,vent,Peter vented his spleen on his friends for losing the race.,express,ulter,ventilate,,
50,vent,I vented my anger by kicking his car.,outlet,,,,
50,optional,Certain courses are compulsory; others are optional.,elective,,,,
50,filter,The liver plays a major role in filtering more than 1.4 liters of blood per minute.,cleanse,purify,refine,,
50,concord,Neighbors cannot live in concord if their children keep fighting with one another.,accord,agreement,harmony,,
50,incubate,The mother bird came back to her nest and continued to incubate the eggs.,brood,hatch,,,
50,incubate,"It's amazing that clay, which justs looks like dirt, can incubate living cells!",cultivate,culture,,,
50,hieroglyph,The beginnings of cryptography can be traced to the hieroglyphs of early Egyptian civilization.,pictograph,,,,
50,prop,The stone pillars prop up the roof.,lean,place,buttress,support,sustain
50,trail,The police are still on the trail of the escaped prisoner.,footprints,mark,trace,wake,
50,commend,I was highly commended by the professor for my reports.,compliment,extol,laud,praise,
50,innumerable,"The hairs on my head used to be innumerable, but that was long ago.",countless,infinite,myriad,numerous,
50,relax,She meditates each morning to relax and clear her mind.,calm,ease,rest,unwind,
50,libel,"Angry at what the newspaper had printed, shse sued for libel.",aspersion,slander,,,
50,shambles,"An earthquake devastated the Sichuan province of China, killling thousands of people and leaving cities in shambles.",chaos,disarray,disorder,mess,
50,faculty,Many faculty members complain that their students are unprepared to do college-level work.,ability,capacity,,,
50,air,They thought that he was airing his superior education.,show off,,,,
50,paragon,He wasn't the paragon of virtue she had expected.,epitome,exemplar,model,standard,
50,due,This bill is due on December 27.,outstanding,owing,,,
50,due,He is due to address a conference on human rights next week.,expected,scheduled,,,
50,temerity,He had the temerity to complain his professor.,audacity,boldness,inprudence,recklessness,
50,current,Part of a person's immediate response to pain is determined not only by his current emotional state but also by his memories of precious painful experiences.,present,,,,
50,rapscallion,The city's run-down waterfront was occupied mostly by disreputable places frequented by drunkards and rapscallions.,knave,rascal,rogue,,
50,befit,The party was a lavish reception as befitted a visitor of her status.,be suitable for,fit,suit,,
50,stubby,the bottlenose dolphin has a short and stubby beak.,stubbed,stubbly,,,
50,planet,Saturn is the second biggest planet in the solar system.,earth,globe,,,
51,queer,It seemed queer for her to wander around all night.,eccentric,odd,peculiar,strange,weird
51,extirpate,"To become an advanced country, the country must extirpate the evils of drug abuse.",annihilate,destroy,eradicate,exterminate,uproot
51,rustic,She was repelled by his rustic manners.,bucolic,country,pastoral,rural,
51,soothe,Music has charms even to soothe the savage mind.,appease,calm,,,
51,soothe,"Take a warm bath to soothe tense, tired muscles.",relieve,,,,
51,palaver,"In spite of all the palaver before the meeting, the delegates were able to conduct serious negotiations when they sat down at the conference table.",conference,discussion,parley,session,
51,mute,The woman remained mute and motionless for several days.,dumb,silent,speechless,voiceless,
51,spout,Clear water spouted from the fountains.,discharge,gush,jet,,
51,circumference,"It is said that the circumference of the earth is almost 25,000 miles.",perimeter,,,,
51,devote,Albert Schweitzer devoted his life to helping people in need.,dedicate,,,,
51,understudy,I was to be an understudy to the actor in case he got sick.,pinch-hit,,,,
51,allot,Rationing is a system for allotting scarce resource.,allocate,apportion,assign,distribute,
51,topsy-turvy,The scandal turned the political world topsy-turvy.,pell-mell,upside down,,,
51,disdain,The hispanic polulation charges that the U.S. disdains their people and heritage.,contempt,scorn,,,
51,latent,Advertisements attempt to project a latent meaning behind an overt message.,dormant,hidden,,,
51,compromise,After lengthy talks the two sides finally reached a compromise.,agreement,concession,settlement,,
51,compromise,He compromised his position by his own folly.,damage,erode,undermine,,
51,intelligence,She is a woman of singular beauty and intelligence.,intellect,,,,
51,wiseacre,The learned ignorance of the wiseacre always compels him to laugh at the man with an idea that is new.,know-it-all,smart aleck,,,
51,attachment,School bullying is associated with lower academic achievement and lower levels of attachment to school.,affection,affinity,fondness,,
51,install,Installing CCTVs in classrooms is an invasion of people's privacy.,equip,furnish,place,set up,
51,territory,They havev refused to allow UN troops to be stationed in their terriotory.,domain,,,,
51,contrary,"Contrary to his expectations, he was met with catcalls from approximately 22,000 fans at Olympic Stadium.",counter,opposite,,,
51,plight,The refugees sympathized with each other in their plight.,hardship,predicament,quandary,,
51,onerous,An increasing number of companies have come to regard U.S. visa and customs rules as so onerous that they are conducting business elsewhere.,burdensome,taxing,,,
51,craft,"Through the mid-nineteenth century the very word arts encompassed skilled crafts generally, including invention.",art,skill,technique,,
51,genial,"He is always genial to everybody, so he never has any enemies.",affable,amiable,friendly,,
51,genial,We took a trip to Hawaii where we enjoyed genial weather.,clement,mild,temperate,,
51,fare,Do you have any idea what the cab fare is to the airport?,charge,fee,price,,
51,fare,"Many families could take advantage of preciously unavaulable fruits, vegetables, and dairy products to achieve more varied fare.",diet,food,,,
51,pointed,"One side of the egg is round, but the other side is longer and pointed.",acute,biting,cutting,keen,sharp
51,reptile,Crocodiles are one of the most feared reptiles in the world.,crawler,reptilian,,,
51,banner,"Placards and banners reading ""To ensure fair elections"" were placed at a theater.",colors,ensign,flag,,
51,anonymous,An annonymous caller told police what had happened.,nameless,unidentified,unnamed,,
51,regenerate,"The creature has the ability to regenerate arms, legs, tails, and other organs.",renew,reproduce,,,
51,leprosy,"Leprosy, which was officially declared eliminated in India, is now spreading in poverty-stricken areas of the country.",Hansen's disease,lepra,,,
51,prosecute,He was prosecuted for exceeding the speed limit.,arraign,indict,litigate,sue,
51,censor,Censoring the Internet is a violation of people's rights.,bowdlerize,expurgate,,,
51,mature,The film proved to be too ciolent for even mature audiences.,adult,full-blown,full-grown,,
51,indefatigable,"She seemed indefatigable, barely sweating after a 10-mile run.",tireless,unflagging,,,
51,swing,I managed to swing them round to my point of view.,oscillate,rock,shake,,
